UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Çettoo,@KaannCetinnn,2020-04-02T22:27:02.000Z,Saçı üçe vurup sakalı bırakma fikri git kardeşim. Bunlar covid oyunları git.,,,2,,33,[],https://twitter.com/KaannCetinnn/status/1245840188644847616
